Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Adrian Stoian,150000,31,1.77,Left Winger,Winger,both,,Without Club,Serie A,0.08,0.17,0.08,0.0,0.0,0.21,0.0,0.08,0.06,0.09,0.15,0.08,0.88,0.29,33.3,0.1,0.29,21.5,0.0,0.0,0.0,0.08,0.06,0.07,0.0,0.02,26.46,43.19,61.3,518.85,229.26,10.96,15.46,70.8,11.04,16.14,68.4,4.17,9.73,42.9,0.17,0.09,0.84,3.79,1.56,0.38,5.94,43.19,41.8,1.39,0.51,0.13,8.17,1.05,2.4,0.21,0.13,0.0,0.0,20.22,9.78,13.19,6.74,33.62,1.73,0.63,0.25,26.46,0.38,1.56,1.22,2.53,2.11,1.56,0.13,0.04,0.0,0.34,0.04,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.14,0.88,0.51,0.55,0.08,0.38,2.23,17.0,1.85,17.57,3.46,19.7,4.76,8.3,4.51,1.64,0.0,0.0,1.64,0.84,1.98,0.97,0.0,55.41,1.31,11.12,30.97,19.04,1.31,54.1,1.69,2.95,57.1,1.9,0.08,43.02,223.31,130.62,5.44,2.61,0.46,2.15,1.94,47.19,40.03,84.8,5.39,0.21,0.0,0.0,1.14,2.23,0.13,2.4,0.84,0.88,0.0,0.0,0.0,8.43,0.21,1.18,15.2
Ainsley Maitland-Niles,12000000,24,1.8,Right Midfield,Winger,right,0.326027397260274,AS Roma,Serie A,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.11,0.0,0.75,0.19,25.0,0.0,0.0,22.5,0.0,0.0,0.0,0.06,0.06,0.08,-0.06,-0.06,30.84,40.45,76.2,518.52,172.59,14.57,17.65,82.6,12.31,15.07,81.7,2.83,5.02,56.3,0.0,0.06,0.57,2.07,0.82,0.25,3.33,40.45,36.24,4.21,0.38,0.06,6.78,0.69,1.57,0.0,0.0,0.0,0.0,26.44,7.54,6.47,4.9,28.89,2.2,3.52,0.44,30.84,0.06,0.82,2.26,1.63,1.38,1.0,0.06,0.0,0.13,0.13,0.06,0.13,0.06,0.0,0.0,0.0,0.06,0.0,1.38,1.0,0.57,0.44,0.38,0.31,2.14,14.7,1.82,20.41,6.91,33.8,6.53,8.86,5.02,2.01,0.19,0.0,1.82,1.76,3.14,1.63,0.0,52.57,2.76,14.13,24.81,16.58,2.01,48.42,1.26,2.32,54.1,1.44,0.0,30.59,134.09,71.6,3.33,1.0,0.5,1.32,1.76,37.06,31.03,83.7,2.89,0.06,0.0,0.0,1.13,0.88,0.06,1.57,1.76,1.0,0.06,0.0,0.0,9.36,0.63,1.7,27.0
Aitor Ruibal,3000000,25,1.76,Right Winger,Winger,right,3.32876712328767,Real Betis Balompié,La Liga,0.06,0.12,0.06,0.0,0.0,0.42,0.0,0.19,0.19,0.08,0.27,0.06,2.14,0.65,30.6,0.03,0.09,17.2,0.0,0.0,0.0,0.19,0.19,0.09,-0.13,-0.13,23.36,31.21,74.9,354.59,114.08,13.55,16.47,82.3,7.31,9.33,78.3,1.72,3.03,56.9,0.12,0.08,0.77,1.19,1.07,0.24,2.68,31.21,29.6,1.61,0.24,0.06,6.6,0.36,1.37,0.0,0.0,0.0,0.0,23.78,4.22,3.21,2.2,26.45,0.65,1.37,0.18,23.36,0.24,0.95,1.72,1.49,2.38,1.66,0.0,0.42,0.06,0.18,0.06,0.24,0.18,0.0,0.0,0.0,0.06,0.0,2.91,1.49,1.13,1.13,0.65,1.37,4.4,31.1,3.03,24.55,6.96,28.3,6.48,11.35,6.72,1.49,0.06,0.0,1.43,1.25,4.16,0.65,0.0,46.43,0.83,8.32,20.51,20.81,3.57,44.94,2.26,4.28,52.8,2.62,0.06,33.59,132.27,80.43,3.98,0.83,0.48,1.96,2.38,43.51,31.51,72.4,6.78,0.42,0.0,0.0,3.03,1.72,0.3,1.37,1.25,1.49,0.0,0.0,0.0,6.42,0.42,1.49,21.9
Alberth Elis,6000000,26,1.8,Right Winger,Winger,right,0.326027397260274,FC Girondins Bordeaux,Ligue 1,0.7,0.08,0.7,0.0,0.0,0.15,0.0,0.36,0.36,0.12,0.48,0.7,1.93,0.85,44.0,0.36,0.82,14.1,0.0,0.0,0.0,0.36,0.36,0.19,0.33,0.33,13.69,21.34,64.1,206.68,68.58,7.42,10.21,72.7,4.41,6.57,67.1,1.08,1.78,60.9,0.08,0.12,1.16,1.24,0.77,0.31,1.7,21.34,19.87,1.47,0.0,0.0,6.8,0.39,2.01,0.0,0.0,0.0,0.0,13.84,4.25,3.25,0.77,17.55,0.85,0.39,0.23,13.69,0.0,0.46,1.62,1.78,2.32,1.78,0.0,0.08,0.08,0.31,0.08,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.47,0.93,0.46,0.54,0.46,0.62,1.55,40.0,0.93,18.71,5.03,26.9,4.48,7.81,6.42,1.01,0.0,0.0,1.01,1.01,2.47,0.54,0.0,36.34,0.85,5.1,16.47,17.86,5.34,34.87,1.39,3.17,43.9,1.55,0.0,24.28,147.91,99.2,4.56,1.62,1.31,3.09,2.63,39.36,25.44,64.6,7.19,0.15,0.0,0.0,1.55,1.39,0.62,2.01,1.01,0.93,0.0,0.0,0.0,4.25,1.86,3.09,37.5
Alberto Perea,1000000,31,1.75,Left Winger,Winger,right,1.32602739726027,Cádiz CF,La Liga,0.08,0.15,0.08,0.0,0.0,0.15,0.0,0.09,0.09,0.09,0.18,0.08,1.74,0.3,17.4,0.04,0.25,21.1,0.08,0.0,0.0,0.09,0.09,0.05,-0.02,-0.02,27.48,37.54,73.2,469.53,169.55,14.99,16.73,89.6,9.23,12.26,75.3,2.88,6.59,43.7,0.15,0.09,1.21,2.5,1.29,0.61,4.62,37.54,34.67,2.88,0.68,0.08,6.51,1.21,3.86,0.83,0.61,0.08,0.08,24.37,5.45,7.72,5.83,29.44,0.76,1.36,0.0,27.48,0.0,0.76,1.29,1.44,3.03,1.97,0.38,0.23,0.08,0.23,0.15,0.45,0.38,0.08,0.0,0.0,0.0,0.0,1.36,1.06,0.61,0.38,0.38,0.38,1.59,23.8,1.21,17.18,5.45,31.7,5.53,7.72,3.94,1.67,0.15,0.0,1.51,1.89,3.25,0.38,0.08,52.68,1.14,7.65,25.96,24.0,1.82,50.03,3.48,5.6,62.2,3.71,1.14,42.39,224.58,128.98,7.49,1.97,0.68,2.12,2.57,44.36,36.41,82.1,2.8,0.15,0.0,0.0,0.91,2.2,0.08,3.86,1.89,1.06,0.0,0.0,0.0,7.04,0.23,1.21,15.8
Alberto Soro,2500000,22,1.73,Right Winger,Winger,left,3.32876712328767,Granada CF,La Liga,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.08,0.09,0.18,0.0,0.81,0.4,50.0,0.0,0.0,14.4,0.0,0.0,0.0,0.08,0.08,0.09,-0.08,-0.08,19.81,26.68,74.2,312.04,72.22,10.78,12.93,83.3,6.87,8.49,81.0,1.62,3.5,46.2,0.0,0.09,1.21,1.48,0.81,0.0,1.62,26.68,25.19,1.48,0.4,0.13,7.14,0.67,0.94,0.4,0.0,0.4,0.0,19.13,3.64,3.91,20.48,4.18,0.94,0.0,0.0,19.81,0.0,0.54,1.35,1.35,2.02,1.21,0.13,0.13,0.27,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1.75,0.54,0.94,0.67,0.4,0.81,50.0,0.4,21.83,8.22,37.7,6.74,10.51,4.58,2.96,0.27,0.13,2.69,1.08,3.23,0.81,0.0,38.67,0.54,7.81,16.3,16.57,2.96,37.19,0.67,1.08,62.5,0.81,0.0,25.87,130.96,74.64,4.18,0.94,0.4,1.48,2.43,36.51,24.52,67.2,4.85,0.13,0.0,0.0,1.08,1.21,0.27,0.94,1.08,1.75,0.0,0.0,0.0,5.12,1.08,2.96,26.7
Alejandro Blanco,1200000,23,1.75,Left Winger,Winger,left,2.32876712328767,Como 1907,La Liga,0.16,0.0,0.16,0.0,0.0,0.16,0.0,0.12,0.12,0.08,0.2,0.16,1.09,0.31,28.6,0.14,0.5,15.6,0.0,0.0,0.0,0.12,0.12,0.11,0.03,0.03,16.29,22.34,72.9,231.52,29.33,9.78,12.26,79.7,5.74,7.45,77.1,0.47,0.93,50.0,0.0,0.08,0.93,0.62,0.16,0.16,0.31,22.34,22.03,0.31,0.0,0.0,3.41,0.31,0.93,0.0,0.0,0.0,0.0,16.91,2.79,2.64,17.69,2.33,1.71,0.31,0.16,16.29,0.0,0.16,0.47,2.17,1.71,1.55,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.47,1.24,0.62,0.16,0.31,1.4,22.2,1.09,19.71,5.12,26.0,9.78,5.74,4.19,2.02,0.16,0.0,1.86,0.93,2.95,0.78,0.0,38.33,1.4,8.38,14.43,17.38,3.72,38.02,0.31,2.02,15.4,0.31,0.16,24.05,141.05,63.31,4.03,0.31,0.62,2.64,2.64,34.6,24.36,70.4,6.05,0.16,0.0,0.0,1.09,1.24,0.31,0.93,0.93,0.47,0.0,0.0,0.0,6.36,0.31,1.24,20.0
Alessio Cerci,200000,34,1.8,Right Winger,Winger,left,,Without Club,Serie A,0.17,0.11,0.11,0.06,0.06,0.06,0.0,0.18,0.13,0.17,0.3,0.17,2.26,0.66,29.3,0.05,0.17,19.4,0.22,0.06,0.06,0.18,0.13,0.06,-0.01,-0.02,17.5,26.81,65.3,297.08,85.16,8.42,10.95,76.9,6.44,10.07,63.9,1.98,4.29,46.2,0.11,0.17,1.16,0.94,0.94,0.22,2.09,26.81,23.45,3.36,0.77,0.06,6.5,1.16,2.53,1.1,0.28,0.17,0.28,15.14,5.34,6.33,20.75,3.47,1.1,0.88,0.0,17.5,0.17,0.66,0.77,1.43,2.64,1.27,0.33,0.44,0.22,0.33,0.06,0.44,0.22,0.0,0.0,0.11,0.11,0.0,0.99,0.44,0.33,0.33,0.33,0.28,0.94,29.4,0.66,14.64,3.47,23.7,2.37,6.17,6.11,0.55,0.06,0.0,0.5,0.22,1.21,0.22,0.0,38.2,0.5,4.24,16.57,21.58,3.85,34.84,1.49,3.08,48.2,1.71,0.11,28.9,192.44,121.76,6.5,2.26,1.05,1.71,2.48,42.66,27.85,65.3,6.99,0.06,0.0,0.0,1.16,1.76,1.43,2.53,0.22,0.44,0.11,0.0,0.0,3.96,0.94,2.26,29.3
Álex Berenguer,12000000,26,1.75,Left Winger,Winger,right,2.32876712328767,Athletic Bilbao,La Liga,0.12,0.23,0.12,0.0,0.04,0.23,0.0,0.22,0.19,0.2,0.39,0.12,1.79,0.43,23.9,0.07,0.27,16.9,0.12,0.0,0.04,0.22,0.19,0.11,-0.11,-0.08,23.62,36.15,65.3,370.12,136.34,13.07,16.11,81.2,8.05,11.09,72.6,1.87,6.46,28.9,0.23,0.2,1.4,1.17,1.13,0.27,3.23,36.15,31.75,4.4,0.97,0.16,6.85,1.01,2.49,3.0,1.09,0.78,0.19,21.01,5.6,9.53,3.11,29.96,1.13,0.43,0.23,23.62,0.35,0.93,1.83,1.75,2.8,1.87,0.51,0.12,0.12,0.16,0.04,0.43,0.31,0.08,0.0,0.04,0.0,0.0,1.87,1.32,1.01,0.47,0.39,0.51,2.41,21.0,1.91,27.7,6.54,23.6,7.39,12.61,7.7,2.49,0.16,0.0,2.33,1.25,3.11,0.93,0.0,52.72,1.28,7.59,21.4,27.47,3.42,48.4,1.52,3.23,47.0,1.71,0.31,33.35,165.37,102.37,4.32,1.67,0.62,2.68,2.14,45.18,33.35,73.8,5.8,0.23,0.0,0.0,2.49,2.02,0.66,2.49,1.25,1.32,0.0,0.0,0.0,7.0,1.75,2.68,39.5
Álex Gallar,700000,29,1.76,Left Winger,Winger,left,0.326027397260274,FC Cartagena,La Liga,0.36,0.09,0.27,0.09,0.09,0.18,0.0,0.31,0.24,0.22,0.46,0.36,2.32,0.8,34.6,0.12,0.33,20.0,0.27,0.09,0.09,0.31,0.24,0.1,0.04,0.03,30.77,41.92,73.4,576.57,217.28,14.18,17.48,81.1,11.06,14.18,78.0,5.08,8.83,57.6,0.09,0.22,2.32,2.77,1.52,0.54,3.57,41.92,35.77,6.15,2.85,0.0,6.51,1.87,2.14,2.14,0.09,0.18,0.0,28.01,4.82,9.1,34.52,5.35,0.8,1.07,0.0,30.77,0.27,0.71,1.78,1.43,4.82,2.94,0.62,0.62,0.36,0.09,0.18,0.36,0.09,0.0,0.18,0.09,0.0,0.0,1.34,1.16,0.54,0.45,0.36,0.54,2.23,24.0,1.69,17.57,5.53,31.5,4.01,9.01,4.55,0.8,0.09,0.0,0.71,0.62,1.96,0.45,0.0,54.14,1.16,8.38,26.94,23.99,2.68,48.17,2.5,4.64,53.8,2.68,0.27,41.92,199.71,101.06,4.64,1.87,0.45,2.41,1.96,47.45,36.57,77.1,7.31,0.18,0.0,0.0,0.8,1.69,0.27,2.14,0.62,1.16,0.0,0.0,0.0,7.58,0.27,0.27,50.0
Alex Iwobi,18000000,25,1.83,Left Winger,Winger,right,2.32876712328767,Everton FC,Premier League,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.11,0.11,0.1,0.22,0.07,1.57,0.34,21.7,0.04,0.2,16.1,0.0,0.0,0.0,0.11,0.11,0.07,-0.04,-0.04,25.61,32.23,79.4,452.73,132.13,12.02,13.32,90.3,9.9,12.15,81.5,2.8,4.51,62.1,0.07,0.1,1.43,2.25,0.89,0.34,3.48,32.23,31.48,0.75,0.07,0.34,7.65,0.89,1.71,0.0,0.0,0.0,0.0,24.17,4.58,3.48,3.21,28.2,0.2,0.41,0.07,25.61,0.2,0.2,1.64,1.37,2.73,2.66,0.0,0.0,0.07,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.71,1.09,0.61,0.82,0.27,0.75,1.71,44.0,0.96,21.17,6.08,28.7,6.21,9.15,5.8,1.43,0.14,0.0,1.3,1.43,3.14,0.55,0.0,44.32,1.09,7.65,19.94,20.9,3.89,43.63,1.64,3.28,50.0,1.84,0.48,35.64,225.75,126.53,6.01,1.57,1.37,1.84,1.57,42.54,30.8,72.4,4.71,0.07,0.0,0.0,0.68,0.55,0.2,1.71,1.43,1.09,0.0,0.0,0.0,6.49,0.34,1.5,18.5
Alexander,200000,33,1.74,Left Winger,Winger,left,0.326027397260274,Gimnástica Segoviana CF,La Liga,0.17,0.17,0.08,0.08,0.08,0.08,0.0,0.2,0.14,0.17,0.31,0.17,1.53,0.42,27.8,0.06,0.2,17.0,0.08,0.08,0.08,0.2,0.14,0.09,-0.03,-0.05,18.68,28.02,66.7,268.3,87.96,11.38,14.86,76.6,5.6,7.9,71.0,0.85,3.23,26.3,0.17,0.17,1.02,1.1,1.27,0.59,1.95,28.02,26.32,1.7,0.25,0.0,5.26,0.51,2.46,0.93,0.0,0.17,0.0,18.76,4.33,4.92,18.68,6.45,2.12,0.51,0.0,18.68,0.17,0.51,1.44,1.27,2.29,1.61,0.08,0.08,0.17,0.34,0.0,0.25,0.17,0.0,0.0,0.0,0.08,0.0,1.1,1.02,0.25,0.85,0.0,0.34,1.1,30.8,0.76,16.56,4.92,29.7,3.91,8.07,4.58,1.78,0.08,0.0,1.7,1.44,2.55,0.08,0.0,39.48,0.42,6.28,18.76,18.17,3.74,37.61,0.68,1.53,44.4,0.93,0.17,28.02,127.53,63.25,2.89,1.1,0.42,2.38,1.1,35.15,25.73,73.2,6.2,0.08,0.0,0.0,1.7,1.78,0.68,2.46,1.44,1.02,0.08,0.0,0.0,5.77,0.25,0.59,30.0
Alexander Esswein,450000,31,1.82,Right Winger,Winger,right,,SV Sandhausen,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.12,0.12,0.16,0.28,0.0,1.94,0.58,29.6,0.0,0.0,19.6,0.0,0.0,0.0,0.12,0.12,0.06,-0.12,-0.12,22.16,32.37,68.4,385.83,96.04,10.72,13.38,80.1,8.13,12.16,66.9,2.59,4.82,53.7,0.0,0.16,1.3,1.51,1.15,0.72,2.01,32.37,30.5,1.87,0.22,0.07,6.98,1.37,3.09,0.72,0.07,0.07,0.0,16.98,8.2,7.19,5.9,22.88,1.94,0.65,0.36,22.16,0.07,0.22,0.72,1.8,3.02,2.16,0.22,0.29,0.0,0.36,0.0,0.29,0.22,0.0,0.0,0.0,0.07,0.0,1.65,0.86,0.72,0.22,0.72,0.29,1.37,21.1,1.08,21.65,6.47,29.9,3.53,11.58,6.55,1.51,0.14,0.0,1.37,0.72,2.37,0.86,0.0,44.89,1.08,5.18,19.57,22.37,3.96,43.09,1.08,1.8,60.0,1.15,0.0,29.93,152.73,79.78,3.88,1.3,0.86,2.3,1.8,48.99,32.3,65.9,8.13,0.22,0.0,0.0,1.44,1.51,0.72,3.09,0.72,0.86,0.0,0.0,0.0,5.25,0.79,1.51,34.4
Alexis Flips,2000000,22,1.73,Right Winger,Winger,right,2.32876712328767,Stade Reims,Ligue 1,0.19,0.38,0.09,0.09,0.09,0.19,0.0,0.14,0.07,0.2,0.28,0.19,1.52,0.76,50.0,0.06,0.13,27.2,0.09,0.09,0.09,0.14,0.07,0.05,0.05,0.03,25.92,43.01,60.3,492.82,189.4,11.68,13.67,85.4,10.25,15.09,67.9,3.61,11.3,31.9,0.38,0.2,2.18,1.42,0.66,0.47,2.18,43.01,33.8,9.21,2.28,0.09,9.49,2.37,3.99,3.99,1.71,1.52,0.19,23.73,7.41,11.87,7.59,30.85,1.04,2.66,0.28,25.92,0.28,1.52,2.28,2.18,3.51,1.52,1.23,0.38,0.09,0.09,0.19,0.47,0.19,0.28,0.0,0.0,0.0,0.0,3.23,1.99,1.61,0.95,0.66,1.33,3.04,43.8,1.71,21.27,6.84,32.1,7.12,9.11,5.03,2.47,0.0,0.0,2.47,3.04,6.27,1.14,0.0,58.29,1.9,13.96,25.44,22.59,2.28,48.99,1.33,2.56,51.9,1.42,0.19,35.6,174.02,93.04,4.46,1.04,0.47,2.09,1.61,38.54,30.57,79.3,4.27,0.19,0.0,0.0,1.52,0.85,0.09,3.99,3.04,1.99,0.0,0.0,0.0,7.5,0.76,1.8,29.6
Alexis Saelemaekers,20000000,22,1.8,Right Winger,Winger,right,4.32876712328767,AC Milan,Serie A,0.03,0.19,0.03,0.0,0.0,0.19,0.0,0.09,0.09,0.13,0.22,0.03,1.51,0.5,33.3,0.02,0.06,19.9,0.0,0.0,0.0,0.09,0.09,0.06,-0.06,-0.06,33.7,41.45,81.3,491.86,123.7,19.77,22.7,87.1,10.53,12.86,81.9,1.86,3.09,60.2,0.19,0.13,1.36,1.86,1.01,0.19,3.37,41.45,40.38,1.07,0.19,0.03,7.5,0.38,1.64,0.13,0.0,0.0,0.0,32.53,5.11,3.81,7.72,31.71,0.73,0.63,0.22,33.7,0.16,0.41,1.64,1.26,3.47,2.74,0.0,0.35,0.06,0.28,0.03,0.44,0.28,0.0,0.06,0.0,0.09,0.0,2.05,1.26,0.85,0.73,0.47,0.85,2.52,33.8,1.67,21.53,5.89,27.4,5.74,9.61,6.18,1.67,0.06,0.0,1.61,1.7,3.75,0.38,0.0,55.1,0.95,7.53,25.57,26.07,2.84,54.16,2.21,3.91,56.5,2.36,0.32,39.88,218.18,118.21,6.34,1.92,0.57,2.02,1.64,48.64,39.91,82.0,5.58,0.19,0.0,0.0,1.39,2.14,0.06,1.64,1.7,1.26,0.0,0.0,0.0,7.16,0.57,0.82,40.9
Alireza Jahanbakhsh,4000000,28,1.8,Right Winger,Winger,right,2.32876712328767,Feyenoord Rotterdam,Premier League,0.0,0.17,0.0,0.0,0.0,0.51,0.0,0.27,0.27,0.55,0.82,0.0,3.24,0.51,15.8,0.0,0.0,18.1,0.0,0.0,0.0,0.27,0.27,0.09,-0.27,-0.27,33.41,45.17,74.0,563.86,132.61,14.83,18.41,80.6,13.98,17.05,82.0,3.24,6.31,51.4,0.17,0.55,1.88,0.68,3.24,0.85,3.58,45.17,43.3,1.88,0.34,0.68,7.16,1.36,4.77,0.34,0.0,0.34,0.0,32.05,5.97,7.16,3.41,38.52,1.19,0.68,0.85,33.41,0.17,0.51,1.02,2.56,3.41,2.9,0.0,0.17,0.17,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.36,0.85,0.17,1.02,0.17,0.34,2.05,16.7,1.7,15.85,4.26,26.9,2.56,5.28,8.01,1.53,0.17,0.0,1.36,1.19,2.56,0.17,0.0,55.74,0.51,4.43,19.43,35.28,6.31,54.2,2.56,3.07,83.3,2.56,0.17,40.23,208.13,130.74,7.16,2.56,1.53,2.05,1.19,58.13,42.61,73.3,7.67,0.51,0.0,0.0,1.88,0.85,0.0,4.77,1.19,0.85,0.0,0.0,0.0,6.99,0.68,2.22,23.5
Allan Saint-Maximin,32000000,24,1.73,Left Winger,Winger,right,4.32876712328767,Newcastle United,Premier League,0.21,0.14,0.21,0.0,0.0,0.14,0.0,0.19,0.19,0.19,0.37,0.21,2.14,0.86,40.3,0.1,0.24,19.0,0.0,0.0,0.0,0.19,0.19,0.09,0.02,0.02,18.1,24.66,73.4,304.85,73.11,9.15,11.33,80.8,6.35,8.22,77.3,1.93,3.25,59.6,0.14,0.19,1.76,1.55,0.9,0.24,2.11,24.66,23.52,1.14,0.07,0.21,6.22,0.83,2.11,0.0,0.0,0.0,0.0,18.27,3.7,2.69,2.31,20.93,0.62,0.21,0.14,18.1,0.07,0.52,1.0,1.42,3.97,2.52,0.03,0.86,0.21,0.24,0.1,0.35,0.24,0.0,0.0,0.07,0.03,0.0,0.31,0.24,0.1,0.14,0.07,0.0,0.55,0.0,0.55,9.29,2.31,24.9,2.04,4.39,2.87,0.73,0.03,0.0,0.69,0.66,0.97,0.03,0.0,39.23,0.24,3.66,20.51,21.55,4.59,38.13,4.73,7.36,64.3,5.11,0.1,37.64,257.36,168.78,8.19,3.04,2.0,2.52,3.8,41.51,29.63,71.4,4.08,0.14,0.0,0.0,0.52,2.49,0.41,2.11,0.66,0.24,0.0,0.0,0.0,5.91,0.55,1.21,31.4
Álvaro García,4000000,29,1.67,Left Winger,Winger,both,4.32876712328767,Rayo Vallecano,La Liga,0.23,0.09,0.23,0.0,0.0,0.19,0.0,0.24,0.24,0.14,0.38,0.23,2.32,0.79,34.0,0.1,0.29,15.8,0.0,0.0,0.0,0.24,0.24,0.1,0.0,0.0,17.47,29.74,58.8,301.97,111.05,8.5,12.13,70.1,6.64,10.59,62.7,1.67,4.97,33.6,0.09,0.14,1.44,0.74,1.53,0.84,2.28,29.74,29.32,0.42,0.0,0.0,5.11,1.3,5.34,0.05,0.0,0.0,0.0,15.47,5.72,8.55,19.89,7.57,1.53,0.37,0.14,17.47,0.19,0.79,1.67,1.86,2.37,2.09,0.0,0.09,0.09,0.05,0.05,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.44,0.84,0.42,0.7,0.33,0.14,0.98,14.3,0.84,13.61,4.14,30.4,3.67,4.74,5.2,1.77,0.14,0.0,1.63,2.04,3.48,0.46,0.0,41.07,0.98,7.29,13.61,22.44,5.44,40.7,0.6,1.58,38.2,0.7,0.19,26.81,165.55,109.33,5.39,1.3,1.81,1.44,0.74,36.61,27.09,74.0,7.29,0.19,0.0,0.0,0.93,0.7,0.42,5.34,2.04,0.84,0.0,0.0,0.0,6.78,0.28,0.98,22.2
Álvaro Jiménez,600000,26,1.76,Right Winger,Winger,right,0.326027397260274,UD Ibiza,La Liga,0.17,0.17,0.17,0.0,0.0,0.68,0.17,0.05,0.05,0.09,0.14,0.17,1.53,0.68,44.4,0.11,0.25,22.0,0.0,0.0,0.0,0.05,0.05,0.03,0.12,0.12,14.97,25.18,59.5,249.75,91.7,7.32,10.21,71.7,6.29,10.04,62.7,1.02,2.89,35.3,0.17,0.09,1.02,1.36,0.85,0.34,2.89,25.18,24.67,0.51,0.0,0.34,6.29,0.68,2.89,0.0,0.0,0.0,0.0,15.82,3.23,6.12,2.04,18.71,2.21,0.34,0.51,14.97,0.0,1.19,0.85,2.21,3.06,1.7,0.0,0.17,0.17,0.85,0.17,0.34,0.17,0.0,0.0,0.0,0.17,0.0,2.21,1.19,0.51,0.85,0.85,1.53,3.91,39.1,2.38,26.54,5.78,21.8,8.34,12.25,5.95,1.19,0.0,0.0,1.19,0.68,2.89,0.34,0.0,42.19,0.85,5.78,19.05,22.46,2.38,41.68,1.87,4.76,39.3,2.21,0.0,30.28,156.35,105.48,5.27,2.21,0.51,2.38,2.38,42.36,30.79,72.7,5.95,0.68,0.17,0.17,2.72,4.42,0.0,2.89,0.68,1.19,0.0,0.0,0.0,5.61,1.36,1.7,44.4
