"","X","Player","link_TRM","scouting_period","Age","Height","Position","Foot","Data_League","Goals.Against","Shots.on.Target.Against","Saves","Save.","Wins","Draws","Losses","Clean.Sheets","Clean.Sheet.Percentage","Penalty.Kicks.Attempted","Penalty.Kicks.Allowed","Penalty.Kicks.Saved","Penalty.Kicks.Missed","Save...Penalty.Kicks.","Goals.Against.1","Penalty.Kicks.Allowed.1","Free.Kick.Goals.Against","Corner.Kick.Goals.Against","Own.Goals.Scored.Against.Goalkeeper","PSxG","PSxG.SoT","PSxG.GA","Passes.Completed..Launched.","Passes.Attempted..Launched.","Pass.Completion.Percentage..Launched.","Passes.Attempted","Throws.Attempted","Launch.","Average.Pass.Length","Goal.Kicks","Launch...Goal.Kicks.","Avg..Length.of.Goal.Kicks","Crosses.Faced","Crosses.Stopped","Crosses.Stopped..","Def..Actions.Outside.Pen..Area","Avg..Distance.of.Def..Actions"
"531",531,"Robin Zentner","https://www.transfermarkt.com/robin-zentner/profil/spieler/160963","2019-2020",26,1.95,"Goalkeeper","right","Bundesliga",1.86,5.26,3.49,65.5,0.37,0.09,0.56,0.14,13.6,0.09,0.05,0.05,0,50,1.86,0.05,0,0.28,0.05,1.72,0.32,-0.09,6.28,19.02,33,28.09,6.7,47.4,40.8,9.12,62.8,51.6,10.51,1.07,10.2,0.93,16.2
"532",532,"Robin Zentner","https://www.transfermarkt.com/robin-zentner/profil/spieler/160963","2018-2019",25,1.95,"Goalkeeper","right","Bundesliga",1.4,5.1,3.7,72.5,0.4,0.4,0.2,0.2,20,0,0,0,0,NA,1.4,0,0.1,0.2,0,1.5,0.3,0.1,5.4,18.7,28.9,25.6,5.4,44.1,39.3,9.1,81.3,63,11.1,1.5,13.5,0.8,14.7
"533",533,"Robin Zentner","https://www.transfermarkt.com/robin-zentner/profil/spieler/160963","2017-2018",24,1.95,"Goalkeeper","right","Bundesliga",1.8,4.4,2.93,65.2,0.2,0.33,0.47,0.13,13.3,0.27,0.27,0,0,0,1.8,0.27,0.07,0.2,0.07,1.68,0.34,-0.05,6.47,19.87,32.6,25.8,5.27,53,42.4,8.27,75,57.3,7.73,0.73,9.5,1.27,15.6
"534",534,"Romain Salin","https://www.transfermarkt.com/romain-salin/profil/spieler/23974","2020-2021",37,1.89,"Goalkeeper","left","Ligue 1",0.93,3.6,2.67,74.1,0.6,0.27,0.13,0.33,33.3,0,0,0,0,NA,0.93,0,0,0.27,0,1.01,0.28,0.08,6.6,15.13,43.6,28.07,5.07,35.9,34,8.2,61.8,47.5,7.53,0.6,8,1.93,18
"535",535,"Roman Bürki","https://www.transfermarkt.com/roman-burki/profil/spieler/59027","2020-2021",31,1.87,"Goalkeeper","right","Bundesliga",1.62,4.81,3.41,70.8,0.49,0.11,0.38,0.22,22.2,0.22,0.22,0,0,0,1.62,0.22,0,0.32,0,1.37,0.26,-0.25,4.97,10.86,45.8,28.11,5.73,30.8,32.5,5.89,37.6,36.3,6.54,0.49,7.4,0.32,13.4
"536",536,"Roman Bürki","https://www.transfermarkt.com/roman-burki/profil/spieler/59027","2019-2020",30,1.87,"Goalkeeper","right","Bundesliga",1.3,3.02,1.92,60.2,0.62,0.16,0.23,0.42,41.9,0.1,0.1,0,0,0,1.3,0.1,0,0.26,0.1,1.13,0.36,-0.07,3.77,10.4,36.3,27.39,5.88,29.8,32.8,6.63,33.8,34.3,7.18,0.49,6.8,0.88,14.8
"537",537,"Roman Bürki","https://www.transfermarkt.com/roman-burki/profil/spieler/59027","2018-2019",29,1.87,"Goalkeeper","right","Bundesliga",1.25,3.91,2.75,71.2,0.66,0.22,0.13,0.31,31.3,0.13,0.13,0,0,0,1.25,0.13,0.03,0.22,0,1.18,0.28,-0.07,5.22,14.81,35.2,26.31,5.28,38.5,36.5,7,67,51.6,8.63,0.5,5.8,0.78,15.6
"538",538,"Roman Bürki","https://www.transfermarkt.com/roman-burki/profil/spieler/59027","2017-2018",28,1.87,"Goalkeeper","right","Bundesliga",1.3,4.24,3.03,70.7,0.45,0.27,0.27,0.36,36.4,0.06,0.06,0,0,0,1.3,0.06,0.03,0.09,0,1.46,0.33,0.16,5.58,15.67,35.6,31.12,5.12,35.7,36.1,6.64,68.5,55.2,8.12,0.82,10.1,1.15,17.5
"539",539,"Ron-Robert Zieler","https://www.transfermarkt.com/ron-robert-zieler/profil/spieler/21327","2018-2019",31,1.88,"Goalkeeper","right","Bundesliga",2.06,5.24,3.35,61.8,0.21,0.21,0.59,0.18,17.6,0.09,0.06,0,0.03,0,2.06,0.06,0.06,0.18,0.15,1.74,0.33,-0.18,7.24,21.94,33,26.71,3.65,58.6,45.2,8.82,71.3,57.6,9.12,0.38,4.2,1,16
"540",540,"Ron-Robert Zieler","https://www.transfermarkt.com/ron-robert-zieler/profil/spieler/21327","2017-2018",30,1.88,"Goalkeeper","right","Bundesliga",1.06,4.29,3.32,78.1,0.44,0.18,0.38,0.35,35.3,0.18,0.12,0.06,0,33.3,1.06,0.12,0.06,0.06,0,1.26,0.27,0.2,8.79,25.88,34,29.85,3.26,63.6,46.8,8.21,83.9,62.8,10.56,0.82,7.8,0.68,14.9
"541",541,"Rubén","https://www.transfermarkt.com/ruben-martinez/profil/spieler/8184","2019-2020",36,1.87,"Goalkeeper","right","La Liga",1.36,2.9,1.65,58.8,0.28,0.51,0.23,0.28,27.8,0.17,0.17,0,0,0,1.36,0.17,0.06,0.06,0,1.1,0.34,-0.27,8.53,22.97,37.1,21.72,3.41,73.6,52.7,8.13,86,61.9,9.49,0.68,7.2,0.4,13.8
"542",542,"Rubén","https://www.transfermarkt.com/ruben-martinez/profil/spieler/8184","2017-2018",34,1.87,"Goalkeeper","right","La Liga",2.11,4.94,2.98,58.8,0.11,0.33,0.55,0.15,14.8,0.11,0.07,0.04,0,33.3,2.11,0.07,0.11,0.33,0.07,1.77,0.34,-0.27,4.4,12.57,35,14.46,2.87,55.8,43.7,5.49,82.1,61.2,11.41,1.02,8.9,0.33,12.9
"543",543,"Rubén Blanco","https://www.transfermarkt.com/ruben-blanco/profil/spieler/199321","2020-2021",26,1.88,"Goalkeeper","right","La Liga",1.48,3.3,1.87,56.7,0.38,0.33,0.33,0.22,21.1,0.06,0.06,0,0,0,1.48,0.06,0.06,0.11,0,1.25,0.37,-0.23,6.1,16.38,37.2,28.59,4.45,40.2,36.2,7.92,61.8,46.3,8.19,0.49,6,0.66,14.9
"544",544,"Rubén Blanco","https://www.transfermarkt.com/ruben-blanco/profil/spieler/199321","2019-2020",25,1.88,"Goalkeeper","right","La Liga",1.31,3.83,2.65,69.8,0.18,0.43,0.4,0.3,30.3,0.15,0.15,0,0,0,1.31,0.15,0.09,0.09,0,1.24,0.29,-0.07,6.48,17.42,37.2,21.16,3.68,53.9,42.5,8.94,67.3,52.9,10.19,0.64,6.3,0.3,14.2
"545",545,"Rubén Blanco","https://www.transfermarkt.com/ruben-blanco/profil/spieler/199321","2018-2019",24,1.88,"Goalkeeper","right","La Liga",1.6,4.24,2.8,66,0.28,0.24,0.48,0.24,24,0.2,0.16,0,0.04,0,1.6,0.16,0.08,0.12,0,1.47,0.32,-0.13,6.8,18,37.8,23.72,4.52,47.9,42,8.8,75.5,59.9,9.88,0.36,3.6,1,17.5
"546",546,"Rubén Blanco","https://www.transfermarkt.com/ruben-blanco/profil/spieler/199321","2017-2018",23,1.88,"Goalkeeper","right","La Liga",1.44,4.13,2.83,68.5,0.46,0.19,0.37,0.19,18.2,0.19,0.14,0,0.05,0,1.44,0.14,0,0.19,0,1.12,0.25,-0.32,5.38,16.92,31.8,28.38,2.92,48,41.3,4.13,79.8,60.2,10.53,1.3,12.3,0.37,15
"547",547,"Rubén Yáñez","https://www.transfermarkt.com/ruben-yanez/profil/spieler/246335","2020-2021",28,1.88,"Goalkeeper","right","La Liga",1.2,3,1.9,63.3,0.3,0.3,0.4,0.4,40,0.1,0.1,0,0,0,1.2,0.1,0,0,0,1.16,0.35,-0.04,8.9,20.3,43.8,20.8,2.9,70.2,48.7,6.8,83.8,61.1,7.2,0.5,6.9,0.7,15.2
"548",548,"Rui Patrício","https://www.transfermarkt.com/rui-patricio/profil/spieler/45026","2021-2022",35,1.9,"Goalkeeper","left","Serie A",1.21,3.69,2.59,70.1,0.48,0.21,0.31,0.38,37.9,0.14,0.1,0.03,0,25,1.21,0.1,0.03,0.14,0.07,1.07,0.26,-0.07,5.41,11.41,47.4,22.24,3.97,42,36.8,6.1,33.9,33.1,6.86,0.14,2,0.45,12.7
"549",549,"Rui Patrício","https://www.transfermarkt.com/rui-patricio/profil/spieler/45026","2020-2021",34,1.9,"Goalkeeper","left","Premier League",1.38,3.78,2.6,68.6,0.32,0.24,0.43,0.27,27,0.22,0.19,0.03,0,12.5,1.38,0.19,0.03,0.24,0.08,1.21,0.28,-0.09,5.54,12.25,45.3,14.49,3.51,52.8,40.5,7.16,64.2,44.9,10.11,0.59,5.9,0.16,11.5
"550",550,"Rui Patrício","https://www.transfermarkt.com/rui-patricio/profil/spieler/45026","2019-2020",33,1.9,"Goalkeeper","left","Premier League",1.05,3.16,2.11,67.5,0.39,0.37,0.24,0.34,34.2,0.08,0.03,0.05,0,66.7,1.05,0.03,0.03,0.18,0.03,1.06,0.32,0.03,7.42,15.34,48.4,15.26,3.26,59.7,44.6,7.42,84,55.6,9.18,0.39,4.3,0.21,12.4
"551",551,"Rui Patrício","https://www.transfermarkt.com/rui-patricio/profil/spieler/45026","2018-2019",32,1.9,"Goalkeeper","left","Premier League",1.24,3.68,2.57,68.4,0.41,0.24,0.35,0.22,21.6,0.11,0.08,0,0.03,0,1.24,0.08,0.03,0.19,0.11,1.02,0.26,-0.12,6.76,15.86,42.6,15.62,2.92,60.6,44.1,7.73,82.9,56.4,8.19,0.49,5.9,0.32,12.4
"552",552,"Rui Silva","https://www.transfermarkt.com/rui-silva/profil/spieler/234811","2021-2022",29,1.91,"Goalkeeper","left","La Liga",1.06,3.18,2.24,70.4,0.53,0.18,0.29,0.29,29.4,0.12,0.12,0,0,0,1.06,0.12,0,0.18,0,1.1,0.31,0.04,5.59,14.18,39.4,25.12,4.53,39.8,36.5,7.41,56.3,45.9,9,0.47,5.2,0.88,13.9
"553",553,"Rui Silva","https://www.transfermarkt.com/rui-silva/profil/spieler/234811","2020-2021",28,1.91,"Goalkeeper","left","La Liga",1.72,4.03,2.44,61.2,0.38,0.19,0.44,0.25,25,0.31,0.16,0.13,0.03,44.4,1.72,0.16,0.06,0.09,0.03,1.59,0.35,-0.1,8.81,23.53,37.5,25.28,2.13,66.3,49.3,8.31,81.6,59.1,9.72,0.41,4.2,0.91,16.2
"554",554,"Rui Silva","https://www.transfermarkt.com/rui-silva/profil/spieler/234811","2019-2020",27,1.91,"Goalkeeper","left","La Liga",1.2,3.89,2.77,72.1,0.43,0.23,0.34,0.34,34.3,0.14,0.11,0.03,0,20,1.2,0.11,0.03,0.14,0,1.21,0.28,0.01,9.94,25.66,38.8,27.94,3.29,66.6,49.2,8.6,82.1,60.4,9.49,1.09,11.4,1.17,15.9
"555",555,"Rúnar Alex Rúnarsson","https://www.transfermarkt.com/runar-alex-runarsson/profil/spieler/205657","2019-2020",26,1.86,"Goalkeeper","right","Ligue 1",1.7,4.6,2.9,63,0.1,0.2,0.6,0,0,0,0,0,0,NA,1.7,0,0,0.3,0.1,1.3,0.28,-0.3,6.1,14.5,42.1,24.6,5.4,37.8,35.9,8.1,64.2,49.2,9,0.8,8.9,0.5,14.1
"556",556,"Rúnar Alex Rúnarsson","https://www.transfermarkt.com/runar-alex-runarsson/profil/spieler/205657","2018-2019",25,1.86,"Goalkeeper","right","Ligue 1",1.72,3.84,2.2,57.3,0.28,0.2,0.52,0.2,20,0.08,0.08,0,0,0,1.72,0.08,0.08,0.2,0,1.4,0.35,-0.32,7.4,16.6,44.6,25.12,4.2,41.7,37.8,8.12,75.4,56.3,8.04,0.68,8.5,0.76,15.4
"557",557,"Rune Jarstein","https://www.transfermarkt.com/rune-jarstein/profil/spieler/24112","2020-2021",37,1.92,"Goalkeeper","right","Bundesliga",1.63,3.88,2.5,61.3,0.25,0.13,0.63,0.13,12.5,0.25,0.13,0.13,0,50,1.63,0.13,0,0.25,0.13,1.26,0.28,-0.24,7.5,19.13,39.2,26.25,3.13,51,41.7,9.25,62.2,47.9,9.38,0.88,9.3,0.5,12.8
"558",558,"Rune Jarstein","https://www.transfermarkt.com/rune-jarstein/profil/spieler/24112","2019-2020",36,1.92,"Goalkeeper","right","Bundesliga",1.63,4.63,3.32,70.2,0.39,0.18,0.46,0.32,31,0.25,0.25,0,0,0,1.63,0.25,0.11,0.21,0.07,1.37,0.25,-0.18,10.25,21.91,46.8,27.77,4.31,57.6,43.1,7.81,75.6,53.5,9.93,0.95,9.6,0.57,12.9
"559",559,"Rune Jarstein","https://www.transfermarkt.com/rune-jarstein/profil/spieler/24112","2018-2019",35,1.92,"Goalkeeper","right","Bundesliga",1.57,4.62,3.15,67.4,0.3,0.33,0.39,0.26,25.8,0.13,0.07,0.03,0.03,33.3,1.57,0.07,0.03,0.2,0.07,1.56,0.32,0.05,12.1,26.82,45.1,28.98,3.34,63.8,45.9,9.08,91.7,64.1,8.85,1.05,11.9,0.49,13.8
"560",560,"Rune Jarstein","https://www.transfermarkt.com/rune-jarstein/profil/spieler/24112","2017-2018",34,1.92,"Goalkeeper","right","Bundesliga",1.42,4.19,2.97,70,0.32,0.32,0.35,0.23,22.6,0.19,0.16,0,0.03,0,1.42,0.16,0,0.26,0.03,1.17,0.25,-0.22,9.58,24.9,38.5,27.74,2.9,65.6,47.1,7.52,89.3,63,9.42,0.65,6.8,0.45,13.2
"561",561,"Salvatore Sirigu","https://www.transfermarkt.com/salvatore-sirigu/profil/spieler/25508","2021-2022",36,1.92,"Goalkeeper","right","Serie A",1.57,4.67,3.23,68.6,0.07,0.53,0.4,0.3,30,0.13,0.1,0.03,0,25,1.57,0.1,0.1,0.23,0.07,1.36,0.28,-0.14,7.97,18.2,43.8,27,2.87,50.1,39.7,7.2,64.8,45.5,8.73,0.43,5,0.3,13
"562",562,"Salvatore Sirigu","https://www.transfermarkt.com/salvatore-sirigu/profil/spieler/25508","2020-2021",35,1.92,"Goalkeeper","right","Serie A",1.94,4.03,2.31,58.1,0.16,0.41,0.44,0.22,21.9,0.28,0.25,0,0.03,0,1.94,0.25,0.03,0.22,0,1.46,0.31,-0.48,6.19,14.94,41.4,23.22,3.31,45.2,37.1,8.41,52.8,39.9,9.41,0.56,6,0.5,12.9
"563",563,"Salvatore Sirigu","https://www.transfermarkt.com/salvatore-sirigu/profil/spieler/25508","2019-2020",34,1.92,"Goalkeeper","right","Serie A",1.78,5.25,3.75,70.9,0.31,0.17,0.53,0.19,19.4,0.28,0.25,0.03,0,10,1.78,0.25,0.08,0.25,0.08,1.8,0.3,0.11,8.11,16.94,47.9,23,3.14,48.1,40,9.28,63.5,45.2,10.5,0.69,6.6,0.39,13.3
"564",564,"Salvatore Sirigu","https://www.transfermarkt.com/salvatore-sirigu/profil/spieler/25508","2018-2019",33,1.92,"Goalkeeper","right","Serie A",0.99,3.86,2.92,75.7,0.43,0.4,0.2,0.4,38.9,0.11,0.06,0.06,0,50,0.99,0.06,0,0.11,0,1.22,0.3,0.22,8.8,19.59,44.9,23.45,3.44,54.4,42.4,8.32,82.3,54.4,9.17,0.8,8.7,0.68,15.2
"565",565,"Salvatore Sirigu","https://www.transfermarkt.com/salvatore-sirigu/profil/spieler/25508","2017-2018",32,1.92,"Goalkeeper","right","Serie A",1.22,4.32,3.24,75,0.32,0.41,0.27,0.27,27,0.22,0.14,0.08,0,37.5,1.22,0.14,0.08,0.14,0,1.31,0.27,0.09,6.89,15.43,44.7,25.49,5,42,37.4,7.3,64.8,47.9,10.78,0.84,7.8,0.92,14.6
"566",566,"Sam Johnstone","https://www.transfermarkt.com/sam-johnstone/profil/spieler/110864","2020-2021",27,1.93,"Goalkeeper","right","Premier League",2,6.16,4.35,70.6,0.11,0.3,0.59,0.16,16.2,0.32,0.19,0.05,0.08,22.2,2,0.19,0.05,0.35,0.08,2.04,0.3,0.12,9.08,25.97,35,26.68,4.57,71.2,51.3,7.97,87.5,60.9,9.41,0.68,7.2,0.7,14.5
"567",567,"Samir Handanovic","https://www.transfermarkt.com/samir-handanovic/profil/spieler/28021","2021-2022",38,1.93,"Goalkeeper","right","Serie A",0.83,3.34,2.66,79.4,0.59,0.31,0.1,0.41,41.4,0.14,0.14,0,0,0,0.83,0.14,0,0.1,0.03,0.86,0.22,0.06,5.45,9.79,55.6,29.31,4.21,29.5,29.9,4.03,28.2,29.8,6.83,0.31,4.5,0.07,11.9
"568",568,"Samir Handanovic","https://www.transfermarkt.com/samir-handanovic/profil/spieler/28021","2020-2021",37,1.93,"Goalkeeper","right","Serie A",0.92,2.92,2.11,72.4,0.75,0.19,0.08,0.39,37.8,0.17,0.11,0.06,0,33.3,0.92,0.11,0.03,0.08,0.03,0.82,0.24,-0.07,3.5,7.25,48.3,25.36,4.14,23,28.8,4.92,28.8,31.1,7.81,0.44,5.7,0.39,12.1
"569",569,"Samir Handanovic","https://www.transfermarkt.com/samir-handanovic/profil/spieler/28021","2019-2020",36,1.93,"Goalkeeper","right","Serie A",0.91,3.09,2.26,72.2,0.63,0.29,0.09,0.37,37.1,0.09,0.06,0.03,0,33.3,0.91,0.06,0,0.11,0.03,0.93,0.28,0.04,4.23,8.11,52.1,24.29,5.34,24.2,29.4,7.54,29.5,30.3,9.54,0.6,6.3,0.34,12
"570",570,"Samir Handanovic","https://www.transfermarkt.com/samir-handanovic/profil/spieler/28021","2018-2019",35,1.93,"Goalkeeper","right","Serie A",0.87,3.37,2.66,76.6,0.53,0.24,0.24,0.45,44.7,0.13,0.08,0,0.05,0,0.87,0.08,0.03,0.08,0.08,0.93,0.26,0.14,4.53,9.47,47.8,23.55,5.29,27.6,30.1,6.74,44.1,39.1,8.87,0.42,4.7,0.34,12.6
"571",571,"Samir Handanovic","https://www.transfermarkt.com/samir-handanovic/profil/spieler/28021","2017-2018",34,1.93,"Goalkeeper","right","Serie A",0.79,3.13,2.47,76.5,0.53,0.32,0.16,0.45,44.7,0.05,0.05,0,0,0,0.79,0.05,0.03,0.05,0.11,0.87,0.26,0.19,4.39,8.45,52,20.55,6.16,24.7,28.5,7.05,47.8,39.1,9.71,0.55,5.7,0.26,12.9
"572",572,"Sascha Burchert","https://www.transfermarkt.com/sascha-burchert/profil/spieler/36898","2021-2022",33,1.87,"Goalkeeper","right","Bundesliga",2,5.15,3.31,64.2,0.15,0.31,0.54,0.23,23.1,0.15,0.15,0,0,0,2,0.15,0.08,0.31,0.15,1.64,0.31,-0.21,9.31,24.31,38.3,30.38,3.23,57,45.4,8.54,82,57.3,10.31,0.54,5.2,1.31,16.3
"573",573,"Saturnin Allagbé","https://www.transfermarkt.com/saturnin-allagbe/profil/spieler/274958","2020-2021",28,1.87,"Goalkeeper","right","Ligue 1",2.5,5.33,2.92,54.7,0.17,0.17,0.67,0.25,25,0.25,0.08,0.08,0.08,50,2.5,0.08,0.08,0.25,0.08,1.79,0.31,-0.63,6.67,17.58,37.9,25.08,5.83,48.2,38.4,8.67,63.5,46.3,8.75,0.33,3.8,1.08,14.8
"575",575,"Sergio Álvarez","https://www.transfermarkt.com/sergio-alvarez/profil/spieler/45912","2018-2019",33,1.79,"Goalkeeper","right","La Liga",1.69,4.38,2.92,64.9,0.23,0.38,0.38,0.15,15.4,0.15,0.15,0,0,0,1.69,0.15,0.08,0.15,0.08,1.4,0.29,-0.22,7.85,19.08,41.1,24.62,3.31,48.8,40.3,9.54,74.2,55.1,11.23,0.77,6.8,0.31,12.2
"576",576,"Sergio Álvarez","https://www.transfermarkt.com/sergio-alvarez/profil/spieler/45912","2017-2018",32,1.79,"Goalkeeper","right","La Liga",1.77,4.58,2.87,62.7,0.18,0.37,0.43,0.18,18.8,0.06,0.06,0,0,0,1.77,0.06,0,0.24,0.06,1.63,0.35,-0.08,6.41,16.29,39.3,27.95,2.2,43,38.2,5.98,71.4,54.3,8.85,0.79,9,0.73,14.3
"577",577,"Sergio Asenjo","https://www.transfermarkt.com/sergio-asenjo/profil/spieler/51710","2020-2021",32,1.89,"Goalkeeper","right","La Liga",1.14,3.17,2.31,70.2,0.42,0.36,0.22,0.28,27.8,0.25,0.19,0.03,0.03,12.5,1.14,0.19,0,0.11,0.06,0.97,0.25,-0.09,5.83,12.83,45.5,28.39,5.25,31.3,33.7,7.92,49.8,43.1,11.86,1.17,9.8,0.58,13.8
"578",578,"Sergio Asenjo","https://www.transfermarkt.com/sergio-asenjo/profil/spieler/51710","2019-2020",31,1.89,"Goalkeeper","right","La Liga",1.21,4.18,3.15,74.6,0.5,0.12,0.38,0.32,32.4,0.18,0.15,0.03,0,16.7,1.21,0.15,0,0.24,0.03,1.16,0.24,-0.01,4.88,13.26,36.8,22.32,4.41,39.3,37.2,8.24,54.6,44.8,10.41,0.59,5.6,0.53,13.9
"579",579,"Sergio Asenjo","https://www.transfermarkt.com/sergio-asenjo/profil/spieler/51710","2018-2019",30,1.89,"Goalkeeper","right","La Liga",1.41,5.13,3.88,73.8,0.22,0.38,0.41,0.28,28.1,0.13,0.06,0.03,0.03,33.3,1.41,0.06,0.06,0.13,0.09,1.44,0.27,0.13,5.84,14.38,40.7,17.31,4,50.9,42.7,7.84,70.9,55.4,12.13,1.22,10.1,0.66,14.7
"580",580,"Sergio Asenjo","https://www.transfermarkt.com/sergio-asenjo/profil/spieler/51710","2017-2018",29,1.89,"Goalkeeper","right","La Liga",1.3,3.96,2.7,70.3,0.52,0.13,0.35,0.26,26.1,0.22,0.13,0.09,0,40,1.3,0.13,0.04,0.13,0,1.43,0.31,0.12,4.61,12.87,35.8,16.26,4,51.6,41.4,5.22,85.8,61.1,12.7,1.13,8.9,0.74,14.3
"581",581,"Sergio Herrera","https://www.transfermarkt.com/sergio-herrera/profil/spieler/248738","2021-2022",30,1.92,"Goalkeeper",NA,"La Liga",1.22,3.41,2.3,67.4,0.33,0.3,0.37,0.41,40.7,0.15,0.11,0.04,0,25,1.22,0.11,0,0.3,0.04,1.1,0.29,-0.09,12.04,24.85,48.4,23.19,1.7,74.9,53.9,8.48,88.2,62,11.22,0.67,5.9,1.11,15.6
"582",582,"Sergio Herrera","https://www.transfermarkt.com/sergio-herrera/profil/spieler/248738","2020-2021",29,1.92,"Goalkeeper",NA,"La Liga",1.22,3.74,2.68,70.7,0.3,0.24,0.43,0.3,31.3,0.24,0.12,0.09,0.03,42.9,1.22,0.12,0,0.18,0.06,1.33,0.32,0.17,13.11,28.2,46.5,26.99,2.53,77.1,54.3,7.82,94.6,64.4,11.41,1.03,9.1,1.55,16.3
"583",583,"Sergio Herrera","https://www.transfermarkt.com/sergio-herrera/profil/spieler/248738","2019-2020",28,1.92,"Goalkeeper",NA,"La Liga",1.47,4.3,2.83,67.1,0.38,0.16,0.44,0.38,38.9,0.05,0.05,0,0,0,1.47,0.05,0.11,0.22,0,1.5,0.34,0.03,9.52,26.21,36.3,25.23,3.92,74.6,52.9,8.05,91.9,64.4,8.48,0.87,10.3,1.14,15.9
"584",584,"Sergio Rico","https://www.transfermarkt.com/sergio-rico/profil/spieler/207302","2021-2022",29,1.95,"Goalkeeper","right","La Liga",2.14,4,2.29,57.1,0.29,0,0.71,0,0,0.43,0.43,0,0,0,2.14,0.43,0,0.43,0,1.69,0.35,-0.46,6.71,13.14,51.1,20,4.14,47.9,40.2,6.14,58.1,46.8,8.14,0.29,3.5,0.14,12.1
"585",585,"Sergio Rico","https://www.transfermarkt.com/sergio-rico/profil/spieler/207302","2020-2021",28,1.95,"Goalkeeper","right","Ligue 1",1,4,3.11,75,0.56,0.11,0.22,0.56,62.5,0,0,0,0,NA,1,0,0,0,0.11,1.1,0.28,0.21,1.11,3,37,18,4.56,13,25.1,6,11.1,24.6,6.44,0.33,5.2,0.56,14.1
"586",586,"Sergio Rico","https://www.transfermarkt.com/sergio-rico/profil/spieler/207302","2018-2019",26,1.95,"Goalkeeper","right","Premier League",1.93,5.52,3.76,67.5,0.21,0.1,0.69,0.17,17.2,0.14,0.14,0,0,0,1.93,0.14,0,0.31,0.07,1.77,0.31,-0.09,8.83,21.34,41.4,21.1,3.14,62.6,45.8,9.48,85.8,60.2,10.31,0.55,5.4,0.45,12.4
"587",587,"Sergio Rico","https://www.transfermarkt.com/sergio-rico/profil/spieler/207302","2017-2018",25,1.95,"Goalkeeper","right","La Liga",1.63,3.63,2.13,58.6,0.42,0.13,0.42,0.38,39.1,0.21,0.13,0.04,0.04,25,1.63,0.13,0.04,0.21,0,1.36,0.33,-0.27,4.64,12.03,38.5,18.38,4.34,42.7,36.8,5.64,74.1,54.2,9.23,1.13,12.2,0.33,12.4
"588",588,"Sergio Romero","https://www.transfermarkt.com/sergio-romero/profil/spieler/30690","2021-2022",36,1.92,"Goalkeeper","right","Serie A",2.06,6.19,4.63,72.7,0.19,0.25,0.56,0.19,18.8,0.38,0.38,0,0,0,2.06,0.38,0,0.06,0.13,2.01,0.28,0.08,7.44,16.63,44.7,28.06,6.31,44.5,38.1,8.81,46.8,39.3,9.94,0.69,6.9,0.5,12.1
"589",589,"Simon Mignolet","https://www.transfermarkt.com/simon-mignolet/profil/spieler/50219","2017-2018",30,1.93,"Goalkeeper","right","Premier League",1.26,2.89,1.68,60,0.53,0.37,0.11,0.37,36.8,0.16,0.11,0.05,0,33.3,1.26,0.11,0,0.16,0,1.1,0.34,-0.16,3.63,11.16,32.5,26.42,5.11,33.3,34.7,5.26,45,41.4,7.26,0.89,12.3,0.84,15
"590",590,"Simone Scuffet","https://www.transfermarkt.com/simone-scuffet/profil/spieler/238993","2018-2019",24,1.93,"Goalkeeper","right","Serie A",1.44,4,2.67,66.7,0.22,0.22,0.56,0.22,22.2,0.11,0.11,0,0,0,1.44,0.11,0,0.11,0,1.23,0.29,-0.21,7,15.56,45,18.33,3.78,46.7,38.7,10.22,68.5,49.1,9.22,0.22,2.4,0.44,14
"591",591,"Simone Scuffet","https://www.transfermarkt.com/simone-scuffet/profil/spieler/238993","2017-2018",23,1.93,"Goalkeeper","right","Serie A",1.83,4.33,2.67,57.7,0.17,0,0.83,0.17,16.7,0.17,0,0.17,0,100,1.83,0,0,0.33,0.17,1.35,0.27,-0.32,6,16.5,36.4,18.83,3.33,60.2,43.1,6,86.1,55.9,8.67,1,11.5,0.17,12.4
"592",592,"Stefan Bajic","https://www.transfermarkt.com/stefan-bajic/profil/spieler/465836","2021-2022",21,1.88,"Goalkeeper","right","Ligue 1",2.29,4.76,2.82,59.3,0,0.18,0.53,0,0,0.35,0.35,0,0,0,2.29,0.35,0.18,0,0,2.36,0.43,0.07,5.82,15.18,38.4,24.88,6.88,39.7,34.7,7.76,68.2,50.2,9.35,0.18,1.9,1.59,15.7
"593",593,"Stefan Ortega","https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941","2021-2022",30,1.85,"Goalkeeper","right","Bundesliga",1.46,4.77,3.54,74.2,0.15,0.38,0.46,0.23,23.1,0.23,0.23,0,0,0,1.46,0.23,0,0.19,0,1.59,0.29,0.13,14.5,30.23,48,41.69,2.42,58.4,46.1,9.35,63,50.1,9.5,0.35,3.6,1.08,16
"594",594,"Stefan Ortega","https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941","2020-2021",29,1.85,"Goalkeeper","right","Bundesliga",1.53,4.88,3.5,71.7,0.26,0.24,0.5,0.32,32.4,0.18,0.15,0.03,0,16.7,1.53,0.15,0,0.18,0.03,1.53,0.29,0.03,14.35,30.53,47,50.59,3.41,51.1,43.4,7.24,64.6,51.6,9.94,0.82,8.3,1,15.3
