Player_SN,Player_LN,ratings_mean,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Steve Cook,Steve Anthony Cook,0.0163432507959146,7000000,2017-2018,28,1.85,Centre-Back,right,Premier League,0.07,0.03,0.07,0.0,0.0,0.16,0.0,0.06,0.06,0.01,0.07,0.07,0.81,0.2,24.0,0.08,0.33,13.1,0.0,0.0,0.0,0.06,0.06,0.07,0.01,0.01,33.11,42.87,77.2,787.13,254.29,7.38,8.49,87.0,17.34,20.39,85.0,8.16,13.14,62.1,0.03,0.01,0.16,1.92,0.13,0.03,2.11,42.87,39.49,3.38,1.17,0.03,5.92,1.63,0.33,0.0,0.0,0.0,0.0,25.96,4.85,12.07,1.69,34.22,3.22,2.21,0.16,33.11,0.03,0.94,0.81,0.62,0.55,0.42,0.03,0.0,0.07,0.03,0.0,0.1,0.03,0.0,0.0,0.07,0.0,0.0,1.4,0.65,1.04,0.29,0.07,0.68,1.27,53.8,0.59,6.77,1.92,28.4,4.29,2.37,0.1,2.67,1.59,0.03,1.07,1.89,3.29,9.76,0.07,59.75,9.73,36.33,23.45,4.03,1.24,56.4,0.07,0.13,50.0,0.07,0.0,26.74,195.38,97.94,1.72,0.29,0.0,0.2,0.33,29.99,29.18,97.3,0.29,0.16,0.0,0.0,0.91,0.62,0.03,0.33,1.89,0.65,0.0,0.0,0.03,10.28,4.81,2.41,66.7
Steve Mounié,Steve Michel Mounié,0.0648190689817525,10000000,2017-2018,24,1.9,Centre-Forward,right,Premier League,0.34,0.05,0.34,0.0,0.0,0.1,0.0,0.25,0.25,0.05,0.31,0.34,2.38,0.97,40.8,0.14,0.35,13.5,0.05,0.0,0.0,0.25,0.25,0.11,0.09,0.09,16.4,25.47,64.4,229.83,39.11,10.14,14.17,71.6,4.56,8.1,56.3,0.82,1.41,58.6,0.05,0.05,0.73,0.87,0.24,0.0,1.07,25.47,24.55,0.92,0.0,0.05,11.11,0.19,0.53,0.0,0.0,0.0,0.0,11.94,6.06,7.47,2.23,13.78,2.72,0.0,0.34,16.4,0.1,0.63,1.07,0.68,1.41,1.12,0.0,0.1,0.1,0.1,0.0,0.15,0.1,0.0,0.05,0.0,0.0,0.0,0.68,0.53,0.05,0.34,0.29,0.1,0.73,13.3,0.63,20.67,6.65,32.2,1.5,9.56,9.61,1.12,0.24,0.05,0.87,0.39,1.07,1.16,0.0,39.54,1.36,3.11,19.6,18.82,4.08,38.57,0.82,1.55,53.1,0.92,0.0,19.75,76.56,28.43,1.89,0.63,0.29,2.96,3.11,58.56,28.77,49.1,7.08,0.1,0.0,0.0,1.6,0.97,1.12,0.53,0.39,0.53,0.0,0.0,0.0,5.14,7.57,7.52,50.2
Steven Davis,Steven Davis,0.0484423433682541,5000000,2017-2018,34,1.72,Central Midfield,right,Premier League,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.06,0.06,0.08,0.14,0.18,0.83,0.3,35.7,0.21,0.6,20.0,0.0,0.0,0.0,0.06,0.06,0.07,0.12,0.12,52.01,63.49,81.9,953.85,242.49,23.14,25.68,90.1,22.66,25.21,89.9,5.56,9.7,57.3,0.0,0.08,1.01,5.92,1.3,0.18,5.15,63.49,60.3,3.2,1.07,0.12,11.12,1.72,0.71,1.66,1.12,0.24,0.0,44.14,7.87,11.48,8.46,50.41,3.79,0.06,0.06,52.01,0.18,0.71,1.66,2.07,2.43,2.13,0.18,0.06,0.0,0.06,0.0,0.12,0.06,0.0,0.0,0.0,0.06,0.0,2.01,1.18,0.71,1.18,0.12,0.77,2.25,34.2,1.48,19.05,6.8,35.7,6.33,9.7,3.02,1.72,0.41,0.12,1.3,0.77,2.78,1.72,0.0,73.67,2.25,11.89,47.22,19.53,1.18,70.59,0.77,1.54,50.0,0.95,0.12,47.28,225.5,115.56,6.04,2.13,0.24,0.77,0.83,56.09,50.0,89.1,3.91,0.0,0.0,0.0,0.53,0.65,0.18,0.71,0.77,1.18,0.06,0.0,0.0,12.6,1.01,1.78,36.2
Steven Defour,Steven Arnold Defour,0.0040676431056063,7000000,2017-2018,31,1.75,Defensive Midfield,right,Premier League,0.05,0.05,0.05,0.0,0.0,0.27,0.0,0.04,0.04,0.05,0.09,0.05,0.86,0.32,36.8,0.05,0.14,24.7,0.18,0.0,0.0,0.04,0.04,0.04,0.01,0.01,38.4,46.87,81.9,767.05,212.04,13.97,15.73,88.8,17.85,20.28,88.0,5.95,9.64,61.7,0.05,0.05,0.72,4.06,0.95,0.41,4.28,46.87,45.97,0.9,0.54,0.09,7.48,1.62,1.35,0.14,0.05,0.0,0.05,32.36,5.81,8.7,5.45,38.49,2.21,0.23,0.27,38.4,0.32,1.13,1.26,0.59,1.49,1.22,0.0,0.05,0.18,0.0,0.05,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.98,1.22,0.9,0.95,0.14,0.68,2.66,25.4,1.98,24.56,6.22,25.3,9.55,12.26,2.75,2.07,0.36,0.05,1.71,2.21,4.19,1.53,0.0,56.79,2.16,13.7,36.91,9.91,0.36,55.7,0.72,0.95,76.2,0.81,0.18,35.2,191.31,105.59,4.33,1.4,0.14,0.68,0.5,36.73,34.66,94.4,0.95,0.27,0.0,0.0,0.99,0.36,0.0,1.35,2.21,1.22,0.0,0.0,0.0,11.9,0.36,0.72,33.3
Steven Zuber,Steven Zuber,0.0122501766993602,6500000,2017-2018,27,1.82,Left Midfield,right,Bundesliga,0.06,0.13,0.06,0.0,0.0,0.13,0.0,0.05,0.05,0.09,0.15,0.06,0.94,0.38,40.0,0.07,0.17,20.8,0.0,0.0,0.0,0.05,0.05,0.06,0.01,0.01,43.84,53.64,81.7,748.51,271.32,21.35,24.62,86.7,18.65,22.11,84.4,3.58,5.59,64.0,0.13,0.09,0.94,2.39,1.19,0.19,5.53,53.64,45.41,8.23,0.82,0.06,8.54,0.94,1.57,0.06,0.0,0.06,0.0,33.22,12.81,7.6,13.31,30.71,1.82,7.29,0.31,43.84,0.19,0.75,1.44,1.63,2.07,1.57,0.0,0.19,0.06,0.25,0.0,0.25,0.19,0.0,0.06,0.0,0.0,0.0,1.57,0.94,0.82,0.57,0.19,0.69,2.45,28.2,1.76,15.64,4.27,27.3,6.66,6.47,2.51,2.2,0.19,0.0,2.01,1.07,2.64,1.51,0.06,64.82,3.01,17.59,33.91,17.84,2.45,56.9,0.75,1.7,44.4,0.82,0.06,42.02,229.99,134.47,7.03,2.51,0.5,0.94,1.19,43.71,40.13,91.8,3.52,0.13,0.0,0.0,0.82,1.19,0.0,1.57,1.07,0.94,0.0,0.0,0.0,9.11,0.25,0.31,44.4
Stipe Perica,Stipe Perica,0.0115532571092117,2600000,2017-2018,23,1.92,Centre-Forward,right,Serie A,0.1,0.1,0.1,0.0,0.0,0.57,0.0,0.22,0.22,0.05,0.26,0.1,2.2,0.48,21.7,0.04,0.2,12.4,0.0,0.0,0.0,0.22,0.22,0.1,-0.12,-0.12,14.03,19.18,73.1,210.64,37.41,8.78,10.98,80.0,4.49,6.68,67.1,0.57,0.86,66.7,0.1,0.05,0.67,0.57,0.38,0.0,1.34,19.18,18.04,1.15,0.0,0.0,4.77,0.19,0.48,0.0,0.0,0.0,0.0,12.03,3.72,3.44,2.48,12.41,2.2,0.1,0.38,14.03,0.0,0.19,0.1,0.57,2.48,1.43,0.0,0.38,0.38,0.29,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.67,0.38,0.1,0.38,0.19,0.0,0.86,0.0,0.86,16.7,3.72,22.3,0.95,7.06,8.69,0.95,0.1,0.0,0.86,0.1,0.76,0.86,0.0,34.17,1.05,1.91,16.61,17.66,3.91,33.02,0.67,1.81,36.8,0.67,0.0,21.95,77.31,35.89,2.58,0.67,0.38,3.72,3.53,46.38,25.67,55.3,10.4,0.57,0.0,0.0,2.58,2.58,0.48,0.48,0.1,0.38,0.0,0.0,0.0,3.72,2.29,5.06,31.2
Stéphane Bahoken,Stéphane Bahoken,0.0881768463320099,2500000,2017-2018,27,1.85,Centre-Forward,right,Ligue 1,0.38,0.05,0.38,0.0,0.0,0.27,0.0,0.35,0.35,0.07,0.42,0.38,2.11,0.87,41.0,0.18,0.44,14.2,0.0,0.0,0.0,0.35,0.35,0.16,0.03,0.03,12.02,17.76,67.7,184.01,41.1,6.44,7.91,81.5,3.79,5.31,71.4,1.08,2.06,52.6,0.05,0.07,0.7,0.38,0.97,0.38,1.19,17.76,16.95,0.81,0.0,0.0,3.47,0.27,1.19,0.05,0.0,0.0,0.0,11.86,2.17,3.74,2.27,13.05,1.3,0.22,0.27,12.02,0.0,0.54,0.49,1.41,1.84,1.3,0.0,0.05,0.32,0.11,0.05,0.11,0.05,0.0,0.05,0.0,0.0,0.0,0.65,0.49,0.22,0.27,0.16,0.16,1.14,14.3,0.97,15.43,3.74,24.2,1.52,7.53,6.39,1.35,0.16,0.0,1.19,0.65,1.3,0.0,0.0,29.08,0.16,2.33,11.26,16.73,3.84,28.27,0.6,1.14,52.4,0.7,0.0,19.28,88.1,42.62,2.65,0.43,0.76,2.71,1.35,38.56,19.71,51.1,8.45,0.27,0.0,0.0,2.44,1.25,1.08,1.19,0.65,0.49,0.0,0.05,0.0,3.79,0.7,1.03,40.6
Stéphane Darbion,Stéphane Darbion,0.0272899475726519,500000,2017-2018,33,1.83,Left Midfield,left,Ligue 1,0.16,0.11,0.16,0.0,0.0,0.11,0.0,0.14,0.14,0.08,0.22,0.16,1.0,0.37,36.8,0.16,0.43,13.5,0.0,0.0,0.0,0.14,0.14,0.15,0.02,0.02,27.17,36.51,74.4,418.03,168.82,15.25,18.36,83.0,9.44,11.98,78.9,1.9,4.27,44.4,0.11,0.08,0.79,2.16,1.69,0.74,3.53,36.51,34.66,1.85,0.37,0.05,6.49,0.53,3.22,0.69,0.0,0.0,0.0,27.27,2.69,6.54,28.49,5.43,1.85,0.63,0.0,27.17,0.05,0.16,1.42,1.42,1.95,1.64,0.11,0.0,0.11,0.11,0.0,0.32,0.26,0.0,0.0,0.05,0.0,0.0,0.69,0.26,0.42,0.16,0.11,0.26,1.9,13.9,1.64,14.82,3.8,25.6,6.07,6.65,2.11,1.42,0.05,0.0,1.37,0.95,1.64,0.47,0.0,47.74,1.0,9.87,20.79,22.32,2.06,46.0,0.47,1.69,28.1,0.53,0.0,35.19,226.85,116.43,5.22,2.27,0.26,1.95,1.85,40.25,33.55,83.4,5.86,0.11,0.0,0.0,0.74,1.42,0.26,3.22,0.95,0.26,0.05,0.0,0.0,6.75,0.11,0.42,20.0
Stéphane Sessègnon,Stéphane Sessègnon,0.027811968767827,850000,2017-2018,35,1.72,Attacking Midfield,right,Ligue 1,0.09,0.18,0.09,0.0,0.0,0.09,0.0,0.16,0.16,0.08,0.23,0.09,1.83,0.37,20.0,0.05,0.25,21.1,0.18,0.0,0.0,0.16,0.16,0.08,-0.06,-0.06,34.54,44.77,77.1,665.45,150.4,13.98,16.08,86.9,14.98,18.0,83.2,4.93,8.5,58.1,0.18,0.08,1.46,3.56,1.28,0.09,4.39,44.77,40.39,4.39,1.83,0.0,6.67,1.55,1.01,1.74,0.0,0.0,0.0,32.25,2.83,9.69,1.64,40.02,1.55,0.64,0.64,34.54,0.18,0.91,1.64,1.74,2.56,1.64,0.55,0.0,0.09,0.27,0.0,0.27,0.18,0.09,0.0,0.0,0.0,0.0,0.18,0.09,0.0,0.18,0.0,0.09,0.64,14.3,0.55,12.61,2.28,18.1,2.47,8.41,1.74,0.37,0.0,0.0,0.37,0.18,0.37,0.18,0.0,52.99,0.18,5.03,27.5,24.85,1.64,48.79,1.1,1.74,63.2,1.19,0.0,39.2,229.89,112.39,4.93,2.19,0.27,1.64,1.01,42.12,37.92,90.0,6.21,0.09,0.0,0.0,0.73,2.01,0.0,1.01,0.18,0.09,0.0,0.0,0.0,8.31,0.27,0.27,50.0
Suat Serdar,Suat Serdar,0.0220840578950899,5250000,2017-2018,22,1.84,Central Midfield,right,Bundesliga,0.11,0.0,0.11,0.0,0.0,0.16,0.0,0.08,0.08,0.05,0.14,0.11,2.06,0.63,30.8,0.05,0.17,22.5,0.0,0.0,0.0,0.08,0.08,0.04,0.02,0.02,24.15,30.86,78.3,440.06,107.12,10.57,13.16,80.3,10.41,12.26,84.9,2.75,3.96,69.3,0.0,0.05,1.0,2.11,0.53,0.0,2.54,30.86,30.44,0.42,0.16,0.05,7.72,0.85,0.21,0.05,0.05,0.0,0.0,20.98,5.55,4.33,2.59,25.05,1.8,0.05,0.32,24.15,0.05,0.53,0.53,0.95,2.38,1.96,0.0,0.11,0.05,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,1.85,1.27,1.27,0.53,0.58,2.75,21.2,2.17,25.63,6.66,26.0,6.5,13.79,5.34,2.01,0.16,0.0,1.85,1.06,4.12,0.74,0.0,44.97,1.43,8.4,26.11,13.85,1.96,44.71,2.22,3.49,63.6,2.27,0.0,32.77,165.63,83.08,4.49,1.22,0.26,0.95,2.17,30.76,25.21,82.0,3.44,0.16,0.0,0.0,2.06,1.64,0.0,0.21,1.06,1.85,0.0,0.0,0.0,11.26,1.22,1.0,54.8
Sven Bender,Sven Bender,0.0262917114663698,13250000,2017-2018,30,1.86,Defensive Midfield,right,Bundesliga,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.07,0.07,0.02,0.08,0.08,0.58,0.23,40.0,0.13,0.33,9.1,0.0,0.0,0.0,0.07,0.07,0.11,0.01,0.01,52.31,60.37,86.6,1104.91,359.5,14.97,16.46,90.9,28.06,30.97,90.6,8.79,12.2,72.0,0.0,0.02,0.23,2.96,0.12,0.0,3.42,60.37,58.49,1.88,1.8,0.0,7.14,1.34,0.12,0.0,0.0,0.0,0.0,44.33,6.1,9.94,12.67,41.87,3.84,0.08,0.35,52.31,0.12,1.19,0.58,0.38,0.92,0.77,0.04,0.0,0.08,0.0,0.04,0.08,0.04,0.0,0.0,0.04,0.0,0.0,1.65,1.15,1.04,0.61,0.0,0.5,1.19,41.9,0.69,10.09,3.91,38.8,5.53,4.3,0.27,2.46,0.81,0.04,1.65,1.04,2.69,4.95,0.0,72.08,7.14,35.19,38.88,2.99,1.27,70.27,0.31,0.35,88.9,0.31,0.0,46.32,278.6,144.61,3.61,0.65,0.04,0.19,0.12,46.21,45.21,97.8,1.04,0.0,0.0,0.0,1.0,0.73,0.08,0.12,1.04,1.15,0.0,0.0,0.0,12.93,2.53,2.15,54.1
Séamus Coleman,Séamus Coleman,0.0042457455811206,13500000,2017-2018,30,1.77,Right-Back,right,Premier League,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.04,0.13,0.0,0.43,0.17,40.0,0.0,0.0,10.8,0.0,0.0,0.0,0.09,0.09,0.2,-0.09,-0.09,32.87,45.13,72.8,540.0,233.13,17.91,20.17,88.8,12.0,16.52,72.6,2.43,6.09,40.0,0.09,0.04,0.7,2.52,0.7,0.26,3.39,45.13,33.91,11.22,0.09,0.09,5.22,0.7,2.09,0.0,0.0,0.0,0.0,21.57,10.7,12.87,5.04,25.04,3.04,11.13,0.09,32.87,0.26,0.61,1.22,1.74,1.57,1.22,0.09,0.0,0.09,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.39,0.87,0.87,0.35,0.17,0.78,1.22,64.3,0.43,9.04,3.39,37.5,3.83,3.13,2.09,2.17,1.04,0.0,1.13,1.04,2.43,2.52,0.09,56.78,4.26,18.0,25.57,17.39,1.65,45.57,1.39,2.09,66.7,1.39,0.17,30.26,208.78,120.17,5.3,1.83,0.26,1.13,1.22,33.57,28.52,85.0,1.83,0.0,0.0,0.0,0.26,1.57,0.0,2.09,1.04,0.87,0.0,0.0,0.0,7.74,1.39,1.48,48.5
Sébastien Corchia,Sébastien Corchia,0.0046112272326264,5750000,2017-2018,28,1.76,Right-Back,right,La Liga,0.0,0.11,0.0,0.0,0.0,0.44,0.0,0.05,0.05,0.04,0.1,0.0,0.55,0.33,60.0,0.0,0.0,15.7,0.11,0.0,0.0,0.05,0.05,0.09,-0.05,-0.05,32.78,43.63,75.1,554.69,215.52,16.77,19.29,86.9,12.72,17.65,72.0,2.63,5.59,47.1,0.11,0.04,0.55,2.19,0.66,0.44,2.63,43.63,36.83,6.8,0.33,0.0,7.67,0.88,2.74,0.11,0.0,0.11,0.0,25.87,6.58,11.18,3.4,30.58,2.41,6.36,0.0,32.78,0.11,1.32,1.64,0.88,1.32,1.1,0.0,0.0,0.0,0.22,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.64,0.77,0.44,0.77,0.44,0.55,1.75,31.3,1.21,11.95,3.07,25.7,6.36,4.28,1.32,3.4,0.44,0.0,2.96,1.43,3.07,1.75,0.0,54.26,3.62,13.59,27.52,16.44,1.32,47.69,0.88,1.75,50.0,1.21,0.0,32.78,179.01,94.28,5.15,1.32,0.44,0.66,0.44,34.42,30.48,88.5,1.75,0.44,0.0,0.0,2.19,2.63,0.33,2.74,1.43,0.77,0.0,0.11,0.0,8.44,1.21,0.66,64.7
Sébastien Haller,Sébastien Haller,0.073094369858668,12000000,2017-2018,24,1.9,Centre-Forward,right,Bundesliga,0.35,0.15,0.27,0.08,0.08,0.08,0.0,0.29,0.23,0.13,0.36,0.35,1.5,0.54,35.9,0.18,0.5,12.5,0.0,0.08,0.08,0.29,0.23,0.15,0.06,0.04,17.6,27.03,65.1,258.15,49.97,10.32,14.73,70.1,5.48,8.32,65.9,1.04,2.22,46.6,0.15,0.13,1.04,1.53,0.58,0.0,1.88,27.03,25.23,1.8,0.08,0.23,8.17,0.46,0.61,0.0,0.0,0.0,0.0,14.15,6.83,6.06,3.91,16.22,3.22,0.08,0.65,17.6,0.12,0.46,0.88,1.04,1.99,1.61,0.04,0.08,0.04,0.19,0.04,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.69,0.19,0.65,0.15,0.19,0.58,33.3,0.38,21.59,5.87,27.2,0.92,9.97,10.7,0.84,0.19,0.0,0.65,0.23,1.23,1.23,0.0,41.34,1.65,3.41,21.05,18.83,5.41,39.54,0.92,1.76,52.2,0.92,0.04,25.81,84.32,38.42,2.3,0.54,0.42,4.03,2.49,54.38,30.33,55.8,12.23,0.08,0.0,0.0,2.07,2.07,0.81,0.61,0.23,0.69,0.0,0.0,0.0,4.99,3.95,4.06,49.3
Takashi Inui,Takashi Inui,0.062452028782221,4250000,2017-2018,31,1.69,Left Winger,right,La Liga,0.17,0.07,0.17,0.0,0.0,0.14,0.0,0.16,0.16,0.05,0.22,0.17,2.26,0.72,31.8,0.08,0.24,18.8,0.0,0.0,0.0,0.16,0.16,0.07,0.01,0.01,24.97,32.81,76.1,416.44,75.6,12.9,15.33,84.2,9.37,11.94,78.5,2.39,4.65,51.5,0.07,0.05,0.86,1.68,0.75,0.31,1.81,32.81,31.47,1.33,0.1,0.0,6.36,0.99,1.81,0.48,0.0,0.38,0.0,23.71,4.14,4.96,3.93,25.76,1.78,0.75,0.24,24.97,0.14,1.16,0.72,1.13,2.33,1.61,0.14,0.1,0.14,0.27,0.07,0.41,0.24,0.03,0.0,0.07,0.07,0.0,0.92,0.51,0.27,0.44,0.21,0.24,1.68,14.3,1.44,23.33,6.33,27.1,5.03,10.36,7.94,1.57,0.0,0.0,1.57,0.79,1.71,0.14,0.0,45.87,0.27,4.04,21.38,24.08,3.73,44.61,0.99,2.19,45.3,1.16,0.07,34.65,192.01,107.17,6.09,1.74,0.92,1.81,2.43,43.07,32.22,74.8,5.68,0.14,0.0,0.0,1.37,1.98,0.17,1.81,0.79,0.51,0.0,0.0,0.0,7.22,0.41,1.47,21.8
Tammy Abraham,Kevin Oghenetega Tamaraebi Bakumo-Abraham,0.0436856417500327,10000000,2017-2018,21,1.94,Centre-Forward,right,Premier League,0.26,0.05,0.26,0.0,0.0,0.0,0.0,0.35,0.35,0.05,0.4,0.26,2.19,0.68,31.0,0.12,0.38,12.3,0.0,0.0,0.0,0.35,0.35,0.16,-0.09,-0.09,11.32,15.9,71.1,167.75,36.5,6.36,8.03,79.2,3.29,4.75,69.2,0.94,1.56,60.0,0.05,0.05,0.47,0.73,0.52,0.26,1.15,15.9,14.34,1.56,0.05,0.05,6.05,0.26,0.73,0.0,0.0,0.0,0.0,10.32,3.55,2.03,1.36,11.63,0.68,0.05,0.42,11.32,0.0,0.31,0.68,0.57,1.83,0.89,0.0,0.57,0.16,0.16,0.05,0.1,0.05,0.0,0.0,0.05,0.0,0.0,0.73,0.31,0.1,0.42,0.21,0.1,0.63,16.7,0.52,13.09,3.75,28.7,0.78,5.94,6.36,0.47,0.05,0.0,0.42,0.26,0.99,0.52,0.0,28.99,0.63,2.09,14.65,13.87,3.75,27.48,1.56,3.13,50.0,1.67,0.05,19.24,67.89,31.03,1.67,0.52,0.26,3.02,2.29,43.44,21.17,48.7,6.67,0.0,0.0,0.0,0.83,1.56,0.47,0.73,0.26,0.31,0.0,0.0,0.0,3.44,2.76,4.54,37.9
Theo Hernández,Theo Bernard François Hernández,0.0043719639004002,17500000,2017-2018,21,1.84,Left-Back,left,La Liga,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.04,0.04,0.07,0.1,0.0,0.19,0.19,100.0,0.0,0.0,12.2,0.0,0.0,0.0,0.04,0.04,0.2,-0.04,-0.04,49.72,59.07,84.2,725.05,235.05,30.84,33.46,92.2,15.7,18.6,84.4,2.24,4.77,47.1,0.0,0.07,0.84,2.34,1.22,0.37,3.64,59.07,54.49,4.58,0.0,0.09,8.6,0.75,2.24,0.0,0.0,0.0,0.0,46.92,5.51,6.64,48.69,3.64,1.22,4.58,0.09,49.72,0.28,0.37,1.59,1.68,2.34,1.68,0.09,0.37,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,2.06,1.5,1.5,0.28,0.28,1.03,2.06,50.0,1.03,14.67,4.58,31.2,7.76,4.49,2.43,1.12,0.19,0.0,0.93,1.68,3.74,1.22,0.09,70.37,2.8,16.64,35.05,24.77,2.99,65.79,1.31,2.71,48.3,1.68,0.0,54.58,250.65,155.05,7.2,2.9,0.84,1.68,2.15,53.08,50.09,94.4,5.05,0.09,0.0,0.0,1.12,1.4,0.09,2.24,1.68,1.5,0.09,0.0,0.0,7.57,0.93,0.28,76.9
Theodor Gebre Selassie,Theodor Gebre Selassie,0.0290559492667349,2500000,2017-2018,32,1.81,Right-Back,right,Bundesliga,0.1,0.0,0.1,0.0,0.0,0.13,0.0,0.08,0.08,0.04,0.12,0.1,0.6,0.29,47.4,0.16,0.33,10.4,0.0,0.0,0.0,0.08,0.08,0.13,0.02,0.02,36.06,45.86,78.6,568.2,260.33,18.27,21.2,86.2,15.21,19.06,79.8,2.01,3.82,52.5,0.0,0.04,0.6,2.58,0.41,0.1,4.01,45.86,35.58,10.28,0.35,0.03,8.69,0.54,0.76,0.0,0.0,0.0,0.0,21.8,12.73,11.33,1.97,26.96,4.11,9.93,0.35,36.06,0.0,0.7,0.83,1.27,0.99,0.83,0.03,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.89,1.05,0.57,0.25,0.67,1.46,45.7,0.8,15.59,4.49,28.8,6.36,6.87,2.36,1.37,0.06,0.0,1.3,1.24,3.12,2.93,0.0,56.78,2.71,14.1,30.2,15.47,1.56,46.65,0.45,0.95,46.7,0.57,0.0,27.46,125.87,72.08,3.41,1.21,0.06,0.95,1.15,33.64,28.61,85.1,2.42,0.13,0.0,0.0,1.81,1.24,0.06,0.76,1.24,0.89,0.0,0.0,0.0,9.64,3.09,2.13,59.1
Thiago Cionek,Thiago Rangel Cionek,0.0239014967440077,700000,2017-2018,33,1.83,Centre-Back,right,Serie A,0.07,0.0,0.07,0.0,0.0,0.33,0.0,0.03,0.03,0.01,0.04,0.07,0.4,0.27,66.7,0.17,0.25,15.9,0.0,0.0,0.0,0.03,0.03,0.09,0.03,0.03,39.13,50.93,76.8,779.47,305.93,14.07,16.33,86.1,18.53,21.47,86.3,6.13,11.33,54.1,0.0,0.01,0.13,3.13,0.13,0.07,3.07,50.93,47.8,3.13,2.47,0.0,9.0,1.07,0.27,0.0,0.0,0.0,0.0,33.13,4.33,13.47,10.4,35.0,3.67,0.67,0.07,39.13,0.07,1.4,0.53,1.27,0.53,0.4,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.07,1.4,0.4,0.27,0.87,1.87,46.4,1.0,12.87,4.6,35.8,7.53,4.4,0.93,1.6,0.67,0.0,0.93,1.8,3.87,4.6,0.0,62.27,6.8,30.87,31.8,5.47,0.47,59.6,0.73,0.87,84.6,0.8,0.0,39.13,268.0,165.67,5.07,1.27,0.07,0.13,0.67,36.93,35.87,97.1,0.33,0.33,0.0,0.0,1.73,2.07,0.0,0.27,1.8,1.07,0.0,0.0,0.0,12.0,1.53,1.27,54.8
